V_vs_Li,Q_mAh
0.106485,0.281035
0.106504,0.281263
0.106569,0.281491
0.106531,0.281719
0.106632,0.281948
0.106619,0.282176
0.106652,0.282404
0.106632,0.282633
0.106678,0.282861
0.106691,0.283089
0.106708,0.283317
0.10674,0.283546
0.106805,0.283774
0.106828,0.284002
0.106861,0.284231
0.10684,0.284459
0.106902,0.284687
0.106953,0.284916
0.106982,0.285144
0.106972,0.285372
0.107037,0.2856
0.107023,0.285829
0.107045,0.286057
0.107069,0.286285
0.107099,0.286514
0.10711,0.286742
0.107183,0.28697
0.107165,0.287199
0.107209,0.287427
0.10726,0.287655
0.107275,0.287883
0.107261,0.288112
0.107361,0.28834
0.107387,0.288568
0.107351,0.288797
0.10739,0.289025
0.107454,0.289253
0.10745,0.289481
0.107513,0.28971
0.107523,0.289938
0.107545,0.290166
0.107585,0.290395
0.107625,0.290623
0.107625,0.290851
